Uniprot	Histones	Absolute quantification accuracy	Length	Mass	Chromatome	Unique_razor_pept	Total_pept	Copy number Chromatome	protein_group
NaN		high	866	97.81	1213103.82908833	19	19	2690293.65086774	Q9NXE4
NaN		high	1485	171.295	1384686.14815	27	28	1790789.33469896	O60306
NaN		high	1087	114.535	1701171.79910833	15	15	3005648.81637046	Q14157
NaN		high	606	68.861	1202875.23444333	11	11	3812128.78909522	O15321
NaN		high	1001	113.678	292432.4591825	16	17	561062.321172165	O75150
NaN		medium	251	28.801	2196105.77812833	6	6	16803476.3193257	Q9BUN8
NaN		medium	1258	144.427	248030.033744167	16	23	378654.599372181	Q8WVM7
NaN		high	470	52.026	953344.8529975	9	9	3895576.82403913	Q15904
NaN		high	674	76.305	936073.266025	11	11	2667285.78665028	Q9BTX1
NaN		low	404	45.94	703312.456733333	1	9	3343386.23067985	O76009
NaN		high	1096	120.775	765497.6052175	22	23	1341383.27606575	O75151
NaN		medium	360	41.676	383070.526825	6	7	2043599.76159075	Q96QE5
NaN		medium	180	20.313	2565630.47485833	4	4	27374185.4807102	P61009
NaN		high	531	59.976	413682.041666667	10	10	1496207.24109156	Q8N7H5
NaN		high	1091	126.326	932023.139991667	20	20	1640671.18088427	Q96SB8
NaN		high	822	91.351	1155515.749075	15	15	2699750.6641002	O43747
NaN		high	610	70.039	886613.207875	11	12	2791412.16508337	O14967
NaN		high	886	101.809	221925.557869167	14	14	481053.305875033	Q96JC1
NaN		high	1172	129.572	816356.364635833	21	21	1337740.19504942	Q13751
NaN		low	145	17.04	6840916.18408333	2	2	90607859.8100352	P62841
NaN		high	520	58.823	291709.732204167	8	9	1077375.71040948	Q13356
NaN		high	1150	132.821	1854647.02207083	21	21	3097298.2798597	Q8IX12
NaN		medium	359	41.523	2096238.93647417	6	6	11214139.1335461	O00767
NaN		medium	1710	196.688	669375.004508333	24	34	751783.83961709	O14646
NaN		medium	213	23.564	1015121.55405333	5	5	9152885.95222637	O75251
NaN		medium	219	24.571	213241.2331875	4	4	1870021.82721621	Q9NZZ3
NaN		low	105	11.737	1627368.64980833	2	2	29765710.3570043	P10599
NaN		high	707	78.874	2825980.01073083	13	13	7676606.45652926	Q9H6R0
NaN		medium	196	23.466	14249240.9175833	4	4	139622452.789238	P84098
NaN		medium	297	33.429	1818485.21050833	5	5	11759068.7414508	Q16762
NaN		medium	163	19.621	441429.8478975	3	3	5201081.94136258	Q9UHA3
NaN		high	625	68.259	1666060.50069	11	11	5119533.1085633	Q14677
NaN		medium	243	27.013	372569.0689875	5	5	2944558.10108718	Q9HBH1
NaN		high	890	100.292	1353955.29555167	16	16	2921688.58452329	O76024
NaN		low	78	8.808	3452404.92710667	2	2	85005442.0618243	Q5TGZ0
NaN		high	1230	136.376	454742.8299475	23	23	710035.975704432	Q86VP6
NaN		high	1157	129.545	313776.304736667	18	18	520842.470634549	Q8IY37
NaN		high	617	70.585	234308.618171667	12	12	729327.692373999	Q9H267
NaN		medium	172	20.105	2192592.50214083	4	4	24482123.4149622	P51970
NaN		high	597	68.834	822044.207508333	11	11	2644480.97819574	Q9UJX2
NaN		high	563	65.173	590057.2145075	10	10	2012821.83530419	Q8WYA6
NaN		high	1024	114.709	620614.468611667	16	16	1163969.35069007	Q99575
NaN		high	6885	796.442	781750.735708333	115	117	218063.992469106	Q8WXH0
NaN		medium	158	18.733	294500.428593333	2	3	3579714.98200328	P61966
NaN		low	102	12.266	1356723.06811833	2	2	25545278.5512899	Q9BQC6
NaN		medium	251	27.836	2596578.68365417	3	4	19867689.8246834	Q8WY22
NaN		high	1013	111.382	1470684.83927333	16	16	2788237.57304815	Q6UXG2
NaN		high	578	65.7	1789309.542075	12	12	5945347.51211641	Q969N2
NaN		high	497	55.799	225828.165363333	8	8	872652.470935731	Q9UJA5
NaN		medium	301	33.431	706208.048930833	6	7	4505943.81991259	Q9UNP9
NaN		medium	485	52.723	356367.569044167	6	6	1411159.29620116	Q9BXK5
NaN		high	459	51.805	405314.741649167	8	8	1695896.40406	Q02790
NaN		low	536	60.03	238958.121275	3	8	856202.734601175	O60684
NaN		high	918	105.429	729245.841791667	13	13	1525635.84997937	Q9NQS7
NaN		high	589	67.888	2398028.05914833	10	10	7819132.4680898	Q9HD45
NaN		high	574	65.01	547678.561403333	8	8	1832455.57131698	Q9H4L4
NaN		medium	592	61.83	2024723.5756125	4	6	6568461.18967079	Q92804
NaN		high	475	54.489	5557104.05868333	9	9	22468523.0158037	Q9UBM7
NaN		high	1463	164.652	1010421.8723925	20	20	1326410.70347124	Q99590
NaN		high	684	75.473	2478730.28969167	8	8	6959736.1793048	Q9Y450
NaN		low	169	18.828	4112106.84813833	2	2	46730162.5047968	P30536
NaN		medium	208	23.13	485806.716296667	4	4	4485592.16842905	Q8N511
NaN		high	646	71.64	609366.563221667	10	10	1811614.16331234	Q9ULX6
NaN		high	710	82.236	345669.840055833	11	11	935023.971421598	Q9NVR2
NaN		medium	326	36.949	710294.764014167	4	4	4184471.53919721	P35226
NaN		high	1401	151.661	884964.185164167	19	19	1213129.50319933	Q6P2E9
NaN		low	90	9.039	749260.449833333	2	2	15988580.3728072	Q96DR8
NaN		high	1176	134.466	427090.202283333	14	14	697480.213740913	Q9P2J5
NaN		high	794	88.976	659366.508783333	12	12	1594872.5634933	Q9UQR1
NaN		high	589	68.065	461767.25296	8	8	1505661.83183131	Q8WVV4
NaN		high	824	91.867	3691701.016635	13	13	8604366.77489156	P30260
NaN		medium	347	40.144	1509571.39813333	7	7	8354948.72649784	Q9NP66
NaN		high	458	52.737	1027140.348175	9	9	4307089.70149824	Q8NEY8
NaN		high	1001	116.07	1369882.565225	14	16	2628263.27120807	Q7L7X3
NaN		medium	196	21.703	724936.334978333	4	4	7103353.06920207	Q9HD42
NaN		medium	168	17.49	6846323.62285	3	3	78265028.4832782	P30049
NaN		high	1531	171.591	871945.305358333	20	20	1093789.26881291	P33527
NaN		high	928	106.159	670964.954371667	15	15	1388581.79060058	P06400
NaN		high	917	99.059	8702253.95541667	11	11	18225607.8897252	P53814
NaN		high	399	45.862	2581623.20656667	8	8	12426235.0931129	Q99442
NaN		high	2090	213.62	1771804.23841667	28	28	1628129.91222053	P35658
NaN		low	59	6.648	3169601.94791667	1	1	103174487.102945	P62861
NaN		high	915	104.009	800507.07113	14	14	1680210.45836001	Q6ZXV5
NaN		high	1032	117.823	638970.873271667	16	16	1189107.09299068	Q9Y6X9
NaN		high	974	110.498	3620565.7655375	13	13	7138995.18229249	Q96A65
NaN		high	1075	113.374	555645.4423125	14	14	992679.143461348	Q8WWM7
NaN		medium	337	37.998	831717.782380833	4	4	4739861.93168225	Q6P4A7
NaN		medium	423	44.872	499531.520746667	6	6	2267995.22285404	O15504
NaN		medium	230	26.353	7475525.284025	3	3	62421396.976675	Q15125
NaN		medium	340	38.965	1101140.53466917	6	6	6219900.51099805	O14681
NaN		medium	140	15.864	1379586.5769375	3	3	18925202.2581219	Q9UKR5
NaN		medium	425	47.079	230573.975265	7	7	1041935.80486401	P22234
NaN		medium	247	26.638	2063843.64814167	5	5	16047206.637045	O75352
NaN		high	666	72.236	650581.0127925	9	9	1876060.15720893	Q5SNT2
NaN		high	700	78.856	380313.674376667	8	8	1043430.44929959	O75127
NaN		medium	329	37.541	479349.152749167	5	5	2798180.14915913	Q5JPI3
NaN		low	83	9.396	9948939.68755	1	1	230206886.354887	P14406
NaN		medium	435	48.548	1710433.96332417	7	7	7551559.69331447	Q15070
NaN		high	962	106.834	2241502.1339325	12	12	4474903.65921898	Q9NVH2
NaN		high	1905	211.198	1110873.2342425	23	23	1119925.48614457	Q9UIF9
NaN		high	702	79.323	802534.8191	9	9	2195565.39436455	Q5SY16
NaN		medium	129	14.583	188957.5431875	3	3	2813158.02365619	O15212
NaN		medium	310	32.462	305887.329526667	3	3	1895044.44180045	P18827
NaN		high	615	70.703	3541492.19314167	8	8	11059379.9361159	Q14739
NaN		high	3063	333.147	560751.94355	36	36	351595.57113519	Q99715
NaN		high	1083	122.149	979646.287256667	12	12	1737242.49999147	Q9UPN4
NaN		high	2477	272.32	1909501.84884167	26	26	1480517.96558904	P02751
NaN		high	1173	133.502	383227.25163	16	16	627448.344270664	Q6PD62
NaN		high	594	67.257	316564.390606667	8	8	1023517.37829056	Q86TU7
NaN		high	724	80.596	793119.292725833	8	9	2103873.16026469	Q71RC2
NaN		low	159	17.752	5973297.69794167	2	2	72150050.6886533	P47914
NaN		medium	656	68.478	4034588.93148333	7	7	11811772.0880124	Q01844
NaN		high	594	65.358	1140552.55760667	8	8	3687639.53939039	Q8NE62
NaN		low	63	7.246	3320878.98698333	1	1	101235330.696633	P15954
NaN		low	212	24.542	3317524.47047083	2	2	30053695.3132018	P24390
NaN		high	908	100.2	593759.803788333	11	11	1255869.60645931	Q13200
NaN		medium	585	68.479	196607.987179167	6	6	645453.40483595	P07476
NaN		high	1127	122.533	1013978.32343917	12	12	1727922.89855147	Q9UPN9
NaN		low	138	15.819	981513.642236667	2	2	13659564.6843717	Q6P161
NaN		medium	241	28.67	437893.486655	3	3	3489563.03689713	Q9P031
NaN		medium	579	62.334	379490.102483333	4	8	1258755.82972253	Q9Y5A9
NaN		high	953	105.836	829305.30695	9	9	1671248.95638792	Q99460
NaN		medium	370	43.089	755125.571251667	4	4	3919557.66631035	Q92604
NaN		medium	559	64.009	249035.564455	6	6	855596.835919696	Q13131
NaN		high	808	87.199	525159.520224167	8	8	1248244.00024358	Q4KMP7
NaN		low	136	14.679	889160.784185	1	1	12556280.1517731	Q8N6L1
NaN		low	97	11.078	7273773.2286	2	2	144014966.59094	P61927
NaN		high	963	109.935	785925.665529167	9	9	1567381.76386584	Q15020
NaN		medium	555	63.536	442520.316109167	5	5	1531298.42553096	Q96K49
NaN		medium	254	28.368	2096604.155725	3	3	15852666.7758417	Q6Y1H2
NaN		medium	879	97.357	630976.324006667	7	7	1378617.52099694	Q9H330
NaN		medium	491	52.418	393761.253919167	4	4	1540178.6269231	Q92733
NaN		low	176	20.848	3837887.86817167	2	2	41879281.2103169	Q5BJF2
NaN		medium	2701	308.064	7945388.25666667	16	26	5649501.71889948	Q14571
NaN		medium	417	47.971	7324341.60770833	4	4	33732780.6119138	Q96E29
NaN		medium	859	97.208	155881.44901	7	7	348514.519087551	Q9UKV8
NaN		medium	651	70.804	484350.657169167	5	5	1428889.05590412	P49757
NaN		low	241	27.551	9044931.96610833	1	2	72078853.0135141	Q9H853
NaN		medium	455	48.339	969460.011199167	5	5	4092023.39751416	Q14728
NaN		medium	272	30.777	802258.6401225	3	3	5664545.95092823	Q96ND0
NaN		high	972	112.292	103675821.075833	10	10	204847573.407894	Q14CX7
NaN		medium	455	52.917	646489.532298333	4	4	2728787.42996371	P0CG08
NaN		medium	626	72.201	455024.014514167	5	5	1395981.26463109	Q9Y3Z3
NaN		low	505	58.264	1694580.22008333	1	6	6444516.79519418	Q58FF6
NaN		medium	367	41.731	507028.718121667	3	3	2653298.42596714	P49585
NaN		low	1249	127.72	318842.902025	1	10	490268.420513861	Q96HA1
NaN		low	147	16.621	875845.0892	1	1	11442727.8687865	Q99735
NaN		medium	438	50.126	1039472.5832225	4	4	4557834.31366133	Q92685
NaN		low	247	28.263	611259.304708333	2	2	4752784.63090133	Q9Y5K8
NaN		medium	462	48.808	281504.901478333	4	4	1170209.42232949	Q96CB8
NaN		low	140	15.991	417842.652505	2	2	5731975.68236815	P49450
NaN		high	1193	136.926	410442.092858333	9	9	660740.693619735	Q9NSV4
NaN		high	1328	149.324	4392402.2308	9	9	6352192.2494168	Q9NVI1
NaN		low	77	9.685	2521467.20964167	1	1	62890088.3357011	A0A1B0GVK7
NaN		low	226	24.676	320909.692066667	2	2	2727055.64548186	Q8N6S5
NaN		high	1272	147.81	697550.637205833	9	9	1053193.65401891	Q9HAU5
NaN		medium	389	45.531	569751.80275	3	3	2812909.18935967	Q15008
NaN		high	3969	431.764	350156.086163333	21	24	169433.852451141	Q03164
NaN		high	1283	137.167	1003892.04643	10	10	1502726.55928209	Q6WKZ4
NaN		high	2896	316.911	529365.5982525	16	16	351056.292648995	Q9Y520
NaN		medium	552	60.439	322318.80295	3	3	1121414.50419676	Q13485
NaN		medium	621	66.195	1912890.76996667	4	4	5915863.93416556	O94842
NaN		low	336	38.287	287054264.875	2	2	1640757248.29204	Q13426
NaN		medium	448	47.626	602303.240321667	3	3	2582003.28688173	O15533
NaN		high	3065	336.159	203371.38737	15	15	127432.140366021	Q8IWI9
NaN		high	1648	186.492	1990751.12572583	10	10	2319953.96784416	Q15058
NaN		low	226	24.817	5159703.24473333	2	2	43846596.7541984	P00846
NaN		high	1462	165.677	275376.956600833	9	9	361742.743863344	P30414
NaN		medium	1267	137.528	436953.14545	7	7	662335.236460376	Q92610
NaN		medium	380	42.718	677021.559334167	3	3	3421673.03496995	P00156
NaN		medium	922	105.202	558622.6985575	3	6	1163609.51142614	Q9H0M0
NaN		medium	579	64.136	263969.9006025	4	4	875579.228760693	Q5T749
NaN		low	252	28.107	8320385.44641667	2	2	63410694.5399866	Q9Y5N6
NaN		medium	539	58.588	1881511.2355	3	3	6704056.34990958	Q8N531
NaN		medium	2715	305.412	426435.828563333	8	15	301650.088880897	Q8TD26
NaN		low	295	34.158	661915.862025	1	2	4309236.97624687	Q8N1A0
NaN		low	476	52.834	29512545.856775	2	2	119074653.750817	Q9UHG0
NaN		medium	1729	181.796	1076505.22495	7	7	1195751.00331337	Q9C0C2
NaN		medium	1075	115.594	527740.11555	4	5	942825.345051124	Q12968
NaN		low	251	27.916	1237654.86555	2	2	9469900.96373779	B4E2M5
NaN		medium	804	93.722	1668220.74675	4	5	3984896.76116928	Q8TAG9
NaN		medium	473	55.606	520196.261241667	3	3	2112154.53939663	Q5BKT4
NaN		low	407	46.296	4518621.91535833	1	3	21322160.1133458	Q92901
NaN		medium	1004	109.698	574275.273891667	5	5	1098515.04669291	Q96QT6
NaN		low	313	34.272	145197825.986667	2	2	890913175.028662	Q9H9E1
NaN		high	2054	233.115	430416.2428075	9	9	402446.187948486	Q92614
NaN		low	520	58.825	165705731.276875	2	2	612003338.402145	Q9NVN3
NaN		low	253	27.061	4076137.28125833	1	1	30941964.6960315	Q8N1D0
NaN		low	365	41.024	1083733.4836	2	2	5702289.10869717	Q9Y2Z0
NaN		medium	772	85.606	4411802.21760833	4	4	10975349.0104024	O75676
NaN		medium	2047	229.558	405678.503366667	7	11	380613.122793062	Q96HP0
NaN		medium	1735	189.972	1377781.49248333	7	7	1525107.55572744	Q2KHR3
NaN		medium	694	78.156	403939.2541175	3	3	1117831.11449539	O96006
NaN		medium	991	108.858	257708.91418	5	5	499430.880386322	O94762
NaN		medium	1844	207.57	1369947.43832833	7	7	1426798.33231717	Q96QE3
NaN		medium	895	96.915	462180.532139167	4	4	991763.722108158	Q9Y2X9
NaN		medium	1423	159.76	981601.21675	6	6	1324798.39448082	O94964
NaN		low	478	54.306	333963.8219775	2	2	1341810.33046117	P04004
NaN		low	304	32.529	6203496.22916667	1	1	39190656.9983401	P35030
NaN		low	188	21.591	2747086.035175	1	1	28062994.8822342	Q7RTT5
NaN		low	471	54.479	2255324.468105	2	2	9196185.64016525	Q8NB16
NaN		low	300	32.962	9493689.19391667	1	1	60776174.4578215	Q96H79
NaN		medium	2201	240.853	92930.0260508333	6	6	81087.8193801157	P24821
NaN		medium	921	102.126	375344.02182	4	4	782689.446730347	Q9Y4C2
NaN		low	473	51.926	1581409.683575	2	2	6421002.78428756	Q16566
NaN		medium	2210	242.602	315897.09535	6	6	274519.351377041	Q71F56
NaN		low	221	25.202	1531676.00520833	1	1	13310496.0336436	O75715
NaN		low	501	55.411	5569482.64583333	2	2	21349943.7103836	P43026
NaN		medium	2063	221.673	1838089.20741667	5	5	1711145.58952439	Q96PE2
NaN		medium	875	96.623	647009.3787	2	3	1420110.46607671	Q9H8M5
NaN		low	185	20.123	430984.7545675	1	1	4474142.21724173	Q8N5I9
NaN		low	796	86.662	700218.422831667	2	2	1689429.48826307	Q96D71
NaN		low	661	74.305	1934299.70060833	1	1	5620072.39876216	O60285
NaN		low	469	50.118	10424787.9685	1	1	42688804.5421871	Q92504
NaN		low	470	51.694	380359.563478333	1	1	1554232.86298659	Q8NI99
NaN		low	258	28.218	1307172.359375	1	1	9730446.18660303	Q7L0Q8
NaN		low	777	84.479	503787.363619167	2	2	1245219.33736179	Q5VTJ3
NaN		medium	2839	319.372	235259.394418333	7	7	159148.00078671	P21359
NaN		low	610	70.082	4344145.984375	1	1	13677105.0103645	Q16206
NaN		low	896	98.656	1842612.74870833	2	2	3949532.27470122	P42566
NaN		low	699	78.643	1175071.84375	1	1	3228545.04078369	P22888
NaN		low	839	94.512	4267716.98958333	1	2	9769070.77792273	O95757
NaN		low	505	57.676	1962825.18304167	1	1	7464656.85615052	Q86V40
NaN		low	295	32.846	5518487.86719167	1	1	35926729.2636264	Q8NEG2
NaN		medium	943	101.243	412848.371279167	2	3	840811.199920255	O95644
NaN		low	653	72.969	902724.028766667	2	2	2654981.05569069	P33908
NaN		low	307	35.222	3202827.74088333	1	1	20036174.7630558	Q9HAY2
NaN		low	485	54.7	560402.794283333	1	1	2219106.56710746	Q8N8D1
NaN		low	1191	132.608	391588.115908333	2	2	631447.643491051	Q9P2F6
NaN		low	664	74.493	1656904.37775	1	1	4792354.88615594	Q8NEU8
NaN		low	310	34.577	17170254.71875	1	1	106373793.969876	O00487
NaN		medium	3336	378.037	130681.259331667	6	6	75232.7391189055	O95613
NaN		low	317	35.692	617691.969408333	1	1	3742245.70023038	Q8NGY6
NaN		medium	1873	210.77	573643.90236	3	4	588198.901800943	Q2PPJ7
NaN		low	1332	150.254	1871128.52069167	2	2	2697857.45177176	O95163
NaN		low	370	43.113	1272494.40625	1	1	6605014.31184082	Q9NQZ5
NaN		low	927	103.01	437462.644558333	2	2	906318.500064571	P57103
NaN		low	307	35.365	859170.96615	1	1	5374781.6060745	Q9NYW0
NaN		low	768	86.701	401590.184111667	2	2	1004249.15302547	Q9NZL6
NaN		low	1030	113.29	5475891.57583333	2	2	10210269.8622015	Q96T76
NaN		medium	2649	294.651	1632602.82291667	4	4	1183636.06623942	Q9BYK8
NaN		low	1053	115.687	843761.854183333	2	2	1538902.55728079	Q9BXX0
NaN		low	809	94.124	1133528.07568917	2	2	2690935.97581862	P17038
NaN		low	924	97.116	3189005.34645833	2	2	6628311.06081452	Q9UMF0
NaN		low	328	34.95	11433910.6458333	1	1	66948454.4357921	P14061
NaN		low	1166	126.918	11089488.0208333	1	1	18265541.4587836	Q9H2K2
NaN		low	392	45.058	1158328.66536667	1	1	5674993.15682871	Q8N4H0
NaN		low	457	52.996	3079651.8099	1	1	12942108.0817172	P52738
NaN		low	1016	106.695	1043548.14203333	2	2	1972597.08217103	Q9Y6C2
NaN		low	664	71.432	405567.363291667	1	1	1173044.60126755	Q8NC74
NaN		low	492	49.009	19850917.88825	1	1	77488114.8375633	Q9UNW9
NaN		low	1335	149.038	1544929.65625	2	2	2222527.01911549	Q8N122
NaN		low	828	91.921	3290577.86458333	1	1	7632405.57849179	P35712
NaN		low	1806	196.711	2318887.8365	2	2	2465934.86904381	Q9BY89
NaN		low	528	58.944	3200532.86979167	1	1	11641474.0503888	Q9NW75
NaN		low	1336	147.457	2650867.4845	1	1	3810668.45724678	Q9UPT6
NaN		low	426	48.496	896895.480475	1	1	4043447.80734685	Q6ZS27
NaN		low	595	64.452	1104739.52221667	1	1	3565845.56903196	Q9NQX0
NaN		low	1043	118.884	4098033.50520833	2	2	7545895.76104197	Q86W25
NaN		low	1184	132.565	20472763.32425	1	1	33208126.0277645	O75339
NaN		low	811	90	2082599.58463333	1	1	4931789.46294121	Q8IU80
NaN		low	841	95.11	2744305.667145	1	1	6266948.0094792	Q9H5Y7
NaN		low	606	67.196	1397129.37832083	1	1	4427755.24234011	O43318
NaN		low	1216	138.344	2110585.708665	1	1	3333412.22103878	Q16827
NaN		low	531	59.71	2482894.1224	1	1	8980143.66258599	Q9NPQ8
NaN		low	1265	147.87	18008725.9557333	1	1	27340853.572566	P16885
NaN		low	2229	242.967	1083835.46384167	2	2	933840.906287964	Q5JSZ5
NaN		low	563	61.816	2788189.59375	1	1	9511160.54051161	Q4U2R8
NaN		low	780	85.723	4269052.33073333	1	1	10511301.2007886	O43511
NaN		low	701	82.94	936338.180995833	1	1	2565277.31184771	Q9Y592
NaN		low	705	78.756	6201709.36458333	1	1	16894365.9747998	Q9H892
NaN		low	715	82.277	1194342.58919667	1	1	3208060.00175161	Q8IYT3
NaN		low	1023	116.932	12740236.3020833	1	1	23917812.3733247	O94988
NaN		low	1228	138.11	561499.800808333	1	1	878154.32553625	Q13201
NaN		low	617	67.723	380454.045590833	1	1	1184231.60569289	Q8IZD4
NaN		low	2828	312.15	2712005.43880833	2	2	1841750.32932332	Q9NR99
NaN		low	762	87.432	759611.089848333	1	1	1914502.46719487	Q13237
NaN		low	875	95.044	2656846.53646667	1	1	5831469.67788455	Q96P47
NaN		low	693	79.435	5071675.9349	1	1	14055227.0667503	Q9H2G4
NaN		low	931	106.326	1086507.03646667	1	1	2241312.77967967	Q9Y210
NaN		low	740	84.276	1465729.14518833	1	1	3804009.64188959	O94868
NaN		low	1112	126.146	4808036.375	1	1	8303908.64285766	Q9GZR1
NaN		low	1608	181.685	1700826.1237	2	2	2031390.78711503	Q9Y6R4
NaN		low	929	101.204	2840386.68750833	1	1	5871936.62515318	Q9Y5G1
NaN		low	1084	119.04	689840.012091667	1	1	1222189.93715877	P56524
NaN		low	2017	228.523	2991652.77865	1	2	2848556.86357718	Q5TZA2
NaN		low	999	111.624	2340413.30731667	1	1	4499317.86195426	Q6DN14
NaN		low	1468	162.423	4186195.03125833	1	1	5476625.03633764	Q5SNV9
NaN		low	1958	217.462	1593172.03162333	1	1	1562678.33592591	Q5T5U3
NaN		low	4544	504.606	1342054.51823333	2	2	567219.876495871	Q07954
NaN		low	1653	185.641	2886255.11719167	1	1	3353369.94417487	H7BZ55
NaN		medium	4471	514.841	993979.657233333	3	3	426965.153224071	Q8IVF4
NaN		low	1548	175.364	1034637.43429083	1	1	1283621.06761824	Q9NRD8
NaN		low	2406	259.465	75879121.6666667	1	1	60568424.5371762	Q5T1R4
NaN		low	4599	515.498	1097027.24283833	1	1	458114.046638187	Q9NZR2
NaN		low	3187	361.625	1190608.01905	1	1	717474.293022318	Q6ZTR5
NaN		low	8384	805.253	111738458.130833	1	1	25595935.6580545	Q7Z5P9
NaN		low	4624	529.021	10947110.8076658	1	1	4546752.28592244	Q8TE73
NaN		high	240	26.788	NaN	11	12	0	P51858
NaN		medium	215	23.707	NaN	4	6	0	P61020
NaN		high	632	67.868	NaN	15	15	0	A1L0T0
NaN		medium	192	20.424	NaN	5	5	0	Q96KR6
NaN		high	698	77.943	NaN	16	18	0	P33121
NaN		high	318	35.964	NaN	8	8	0	Q92820
NaN		high	892	97.264	NaN	18	18	0	Q96KM6
NaN		medium	339	38.299	NaN	7	7	0	Q9Y394
NaN		high	476	53.502	NaN	9	9	0	Q8IUH3
